order_id,user_id,res_id,timestamp,total_amount,item_ids
ord_120,user_224,res_8,2025-11-16 00:38:00,437,item_395|item_382|item_364
ord_121,user_312,res_7,2025-11-16 17:19:00,421,item_312|item_315|item_334|item_329
ord_122,user_181,res_4,2026-01-28 08:08:00,318,item_159|item_196|item_161
ord_123,user_119,res_5,2025-11-15 13:33:00,1078,item_236|item_252
ord_124,user_132,res_6,2025-09-01 18:33:00,506,item_282|item_274|item_263
ord_125,user_474,res_4,2025-08-12 06:35:00,192,item_161|item_172
ord_126,user_421,res_14,2025-08-04 04:37:00,321,item_715
ord_127,user_172,res_8,2025-08-26 18:58:00,621,item_377|item_350|item_405|item_363
ord_128,user_122,res_2,2025-10-06 06:03:00,73,item_98
ord_129,user_396,res_8,2025-11-13 12:27:00,344,item_392|item_370|item_396
ord_130,user_167,res_6,2025-10-23 07:11:00,218,item_264|item_301
ord_131,user_460,res_14,2025-08-14 22:17:00,188,item_717
ord_132,user_445,res_1,2026-01-10 19:29:00,716,item_44|item_34|item_25|item_2
ord_133,user_345,res_7,2025-10-19 16:35:00,515,item_335|item_315|item_313|item_342
ord_134,user_136,res_12,2025-09-16 12:32:00,940,item_563
ord_135,user_337,res_2,2025-11-17 08:55:00,385,item_61|item_66|item_62
ord_136,user_248,res_10,2025-08-27 05:52:00,360,item_477|item_494
ord_137,user_309,res_13,2025-11-24 12:19:00,447,item_624|item_658|item_653
ord_138,user_202,res_13,2025-11-04 23:28:00,197,item_653|item_669
ord_139,user_17,res_10,2025-12-12 17:39:00,552,item_477|item_465
ord_140,user_469,res_6,2025-11-24 03:22:00,547,item_289|item_299|item_263|item_304
ord_141,user_203,res_15,2025-09-21 20:15:00,571,item_753|item_734|item_751
ord_142,user_10,res_2,2025-12-22 22:03:00,223,item_84|item_64
ord_143,user_463,res_2,2025-12-30 09:28:00,184,item_104|item_77
ord_144,user_436,res_12,2025-11-02 17:33:00,688,item_593|item_562|item_584
ord_145,user_192,res_7,2025-12-20 22:21:00,374,item_313|item_329|item_317
ord_146,user_363,res_12,2025-12-06 20:49:00,247,item_590
ord_147,user_29,res_7,2025-12-03 07:27:00,299,item_310|item_336
ord_148,user_254,res_3,2025-11-21 23:55:00,249,item_130|item_138
ord_150,user_319,res_4,2026-01-19 21:42:00,308,item_181|item_207|item_161
ord_151,user_3,res_6,2025-12-15 05:27:00,436,item_260|item_268|item_264|item_284
ord_152,user_22,res_3,2026-01-09 04:28:00,579,item_141|item_151|item_130|item_122
ord_153,user_4,res_3,2025-10-09 21:06:00,408,item_120|item_119|item_133
ord_154,user_96,res_5,2025-08-04 09:17:00,438,item_250|item_224|item_235
ord_155,user_483,res_13,2025-12-25 05:47:00,592,item_618|item_670|item_616
ord_156,user_260,res_15,2025-09-06 04:24:00,540,item_734|item_726|item_759
ord_157,user_345,res_7,2025-12-14 08:15:00,227,item_310|item_346
ord_158,user_350,res_11,2025-10-22 03:05:00,384,item_525|item_523|item_540
ord_159,user_74,res_11,2026-01-06 11:47:00,439,item_525|item_513|item_514
ord_160,user_47,res_14,2025-12-08 11:34:00,382,item_706|item_680|item_695
ord_161,user_98,res_4,2025-12-15 07:44:00,229,item_178|item_180
ord_162,user_105,res_11,2025-11-29 05:30:00,692,item_532|item_529|item_520|item_537|item_521
ord_163,user_487,res_11,2025-10-06 02:04:00,443,item_512|item_549
ord_165,user_315,res_4,2025-09-30 20:20:00,463,item_193|item_165|item_183|item_206
ord_166,user_75,res_5,2026-01-06 16:35:00,547,item_239|item_242|item_251|item_226|item_229
ord_167,user_70,res_3,2025-11-29 11:30:00,759,item_128|item_143
ord_168,user_189,res_10,2025-12-31 22:35:00,291,item_471|item_466
ord_169,user_3,res_10,2026-01-14 08:23:00,269,item_481|item_475
ord_170,user_269,res_11,2025-08-06 06:01:00,284,item_509|item_514
ord_171,user_255,res_5,2025-09-24 10:40:00,392,item_238|item_217|item_228
ord_172,user_166,res_6,2025-11-04 02:06:00,368,item_269|item_297
ord_173,user_310,res_11,2025-10-14 22:34:00,158,item_549|item_547
ord_174,user_222,res_5,2025-10-09 05:52:00,401,item_222|item_251|item_215
ord_175,user_133,res_1,2025-08-07 18:54:00,457,item_10|item_28
ord_176,user_179,res_4,2025-12-09 14:31:00,337,item_163|item_165|item_178|item_191
ord_177,user_315,res_10,2025-08-02 08:12:00,257,item_461|item_471
ord_178,user_91,res_11,2025-09-24 18:53:00,518,item_544|item_518
ord_179,user_294,res_5,2026-01-15 20:20:00,526,item_224|item_223|item_220|item_215
ord_180,user_295,res_6,2025-12-20 11:49:00,469,item_296|item_298|item_269|item_285
ord_181,user_335,res_6,2025-11-22 10:38:00,171,item_264|item_266
ord_182,user_267,res_12,2025-08-25 06:43:00,195,item_605|item_568
ord_183,user_411,res_3,2025-10-15 08:28:00,253,item_110|item_125
ord_184,user_100,res_2,2025-08-20 17:08:00,800,item_58
ord_185,user_192,res_5,2025-10-28 10:26:00,322,item_229|item_225|item_250
ord_186,user_20,res_3,2025-11-08 22:22:00,519,item_130|item_115|item_137
ord_187,user_241,res_1,2025-08-17 18:41:00,489,item_16|item_17|item_27
ord_188,user_295,res_2,2025-09-13 19:36:00,334,item_57|item_88|item_79
ord_189,user_291,res_3,2026-01-01 18:32:00,521,item_145|item_140|item_133
ord_190,user_28,res_7,2025-12-03 08:02:00,535,item_336|item_325|item_342
ord_191,user_444,res_6,2025-11-05 21:53:00,546,item_289|item_273|item_295|item_264
ord_192,user_137,res_13,2025-10-09 17:41:00,182,item_640
ord_193,user_472,res_4,2025-12-08 04:38:00,325,item_212
ord_194,user_204,res_13,2025-10-28 22:34:00,577,item_645|item_678|item_620
ord_195,user_462,res_5,2025-12-16 22:10:00,505,item_246|item_255|item_235|item_250
ord_196,user_388,res_7,2026-01-08 06:50:00,122,item_310
ord_197,user_275,res_10,2025-10-26 22:05:00,222,item_489|item_459
ord_198,user_128,res_9,2025-12-22 23:31:00,303,item_438|item_421|item_428
ord_199,user_102,res_3,2025-12-14 07:53:00,61,item_122
ord_200,user_177,res_6,2025-10-23 09:26:00,156,item_295
ord_201,user_262,res_4,2026-01-07 09:03:00,226,item_159|item_160
ord_202,user_491,res_4,2025-11-21 10:11:00,264,item_211|item_199|item_210
ord_203,user_465,res_2,2025-10-19 17:18:00,1023,item_58|item_54|item_70
ord_204,user_217,res_2,2025-09-26 03:32:00,634,item_102|item_73|item_61
ord_205,user_248,res_6,2025-12-18 11:43:00,415,item_289|item_268|item_283
ord_206,user_412,res_4,2026-01-18 19:44:00,196,item_193|item_165|item_202
ord_207,user_366,res_11,2026-01-27 05:00:00,300,item_506
ord_208,user_113,res_11,2025-11-05 19:08:00,558,item_531|item_504|item_535|item_520
ord_209,user_305,res_1,2026-01-15 11:25:00,1088,item_20|item_27
ord_210,user_280,res_10,2025-08-31 06:30:00,133,item_478
ord_211,user_60,res_2,2025-11-19 03:14:00,379,item_78|item_70
ord_212,user_321,res_4,2025-12-01 14:26:00,254,item_166|item_186
ord_213,user_435,res_15,2025-11-11 08:35:00,166,item_752|item_732
ord_214,user_8,res_7,2025-10-21 23:37:00,391,item_322|item_312|item_346
ord_215,user_297,res_2,2025-09-07 04:08:00,454,item_106|item_81
ord_216,user_491,res_10,2026-01-28 15:32:00,552,item_470|item_462|item_486
ord_217,user_331,res_13,2025-11-29 12:34:00,365,item_678|item_626
ord_218,user_439,res_14,2025-11-14 18:50:00,690,item_682
ord_219,user_271,res_1,2025-12-01 14:17:00,461,item_29|item_12|item_15|item_27
ord_220,user_16,res_10,2025-10-21 23:44:00,293,item_471|item_463
ord_221,user_38,res_14,2025-11-04 22:52:00,332,item_693|item_706|item_702
ord_222,user_232,res_8,2025-09-26 20:07:00,527,item_381
ord_223,user_33,res_10,2025-10-10 00:27:00,358,item_464|item_490
ord_224,user_387,res_7,2025-10-07 05:09:00,200,item_308|item_331
ord_225,user_389,res_4,2025-10-19 22:55:00,285,item_210|item_208
ord_226,user_288,res_11,2025-09-18 15:47:00,337,item_516|item_529|item_540
ord_227,user_55,res_11,2026-01-06 21:29:00,294,item_525|item_523
ord_228,user_139,res_5,2025-08-21 03:06:00,439,item_245|item_242|item_231
ord_229,user_367,res_6,2025-11-17 10:39:00,276,item_283|item_271
ord_230,user_46,res_1,2025-09-06 21:24:00,635,item_6|item_34|item_36|item_28
ord_231,user_379,res_6,2025-10-20 11:39:00,790,item_306|item_295
ord_232,user_383,res_9,2026-01-12 04:55:00,502,item_448|item_444|item_429|item_425
ord_233,user_213,res_12,2026-01-09 13:26:00,693,item_559|item_612|item_565|item_558|item_580
ord_234,user_413,res_12,2025-11-20 06:16:00,192,item_605|item_561
ord_235,user_181,res_13,2025-09-25 04:34:00,420,item_622|item_617|item_644
ord_236,user_331,res_14,2025-11-13 12:59:00,323,item_701|item_689|item_700|item_687
ord_237,user_443,res_6,2025-09-03 10:05:00,240,item_266|item_288|item_264
ord_238,user_284,res_3,2026-01-25 12:49:00,430,item_131|item_127|item_110
ord_239,user_230,res_10,2025-08-26 09:17:00,272,item_499|item_478
ord_240,user_348,res_1,2026-01-17 10:24:00,244,item_9|item_31
ord_241,user_418,res_8,2025-09-11 03:46:00,407,item_351|item_399|item_398
ord_242,user_169,res_1,2025-09-17 00:54:00,928,item_18|item_16|item_39|item_9
ord_243,user_31,res_6,2025-12-27 09:40:00,178,item_285|item_263
ord_244,user_296,res_8,2025-10-20 05:28:00,466,item_351|item_399|item_404
ord_245,user_412,res_6,2025-08-11 11:47:00,584,item_265|item_299|item_264|item_269
ord_246,user_338,res_7,2025-12-10 07:07:00,385,item_317|item_316|item_334
ord_247,user_146,res_13,2025-11-12 02:27:00,280,item_650|item_656|item_620
ord_248,user_498,res_7,2025-09-02 13:37:00,463,item_335|item_315|item_348|item_313
ord_249,user_328,res_9,2025-10-03 08:39:00,141,item_429
ord_250,user_235,res_4,2025-08-29 13:56:00,656,item_184|item_176|item_202
ord_251,user_365,res_1,2026-01-22 01:27:00,642,item_8|item_29|item_23|item_9
ord_252,user_40,res_8,2025-10-07 01:46:00,225,item_378|item_400
ord_253,user_271,res_3,2025-10-23 12:54:00,409,item_148|item_146|item_144
ord_254,user_416,res_6,2025-11-23 22:37:00,529,item_286|item_293
ord_255,user_495,res_10,2025-12-14 04:04:00,350,item_462|item_460
ord_256,user_96,res_11,2025-12-07 16:00:00,305,item_525|item_513
ord_257,user_45,res_11,2025-10-16 07:58:00,240,item_518|item_549
ord_258,user_265,res_2,2025-09-20 06:08:00,376,item_70|item_57|item_63
ord_259,user_206,res_1,2025-08-10 08:46:00,139,item_9
ord_260,user_161,res_10,2025-10-28 19:46:00,535,item_458|item_473|item_466
ord_261,user_277,res_12,2025-11-14 00:24:00,438,item_602|item_609|item_568
ord_262,user_127,res_15,2025-12-05 17:33:00,771,item_754|item_747|item_738
ord_263,user_419,res_10,2025-12-30 07:02:00,247,item_461|item_478
ord_264,user_26,res_6,2025-12-31 18:14:00,1116,item_292|item_286
ord_265,user_462,res_12,2025-11-18 12:10:00,692,item_552
ord_266,user_205,res_11,2025-10-19 06:21:00,258,item_550|item_549
ord_267,user_405,res_13,2025-12-29 12:07:00,374,item_628|item_666|item_676
ord_268,user_74,res_7,2025-08-14 01:21:00,120,item_309
ord_269,user_103,res_4,2025-10-15 09:57:00,171,item_162|item_171
ord_270,user_230,res_1,2025-09-13 22:19:00,530,item_22|item_10
ord_271,user_206,res_14,2025-08-19 09:10:00,226,item_686|item_701
ord_272,user_423,res_3,2026-01-28 13:09:00,226,item_149|item_124
ord_273,user_235,res_11,2025-10-03 10:04:00,90,item_540
ord_274,user_484,res_2,2025-09-17 07:08:00,195,item_62|item_71|item_98
ord_275,user_307,res_11,2025-08-20 23:55:00,324,item_530|item_537|item_520
ord_276,user_484,res_15,2026-01-07 20:30:00,764,item_755|item_734|item_746|item_751
ord_277,user_57,res_11,2025-11-27 07:56:00,202,item_543|item_505
ord_278,user_66,res_13,2026-01-24 16:36:00,285,item_622|item_627
ord_279,user_338,res_10,2025-12-10 12:08:00,663,item_482|item_468|item_478
ord_280,user_137,res_3,2025-10-10 20:15:00,501,item_131|item_140|item_110|item_122
ord_281,user_413,res_14,2026-01-02 15:38:00,690,item_682
ord_282,user_331,res_14,2025-10-01 08:42:00,257,item_694|item_717
ord_283,user_54,res_7,2025-09-10 08:46:00,353,item_334|item_329|item_310
ord_284,user_46,res_14,2026-01-21 06:53:00,241,item_719|item_686
ord_285,user_187,res_15,2026-01-11 10:30:00,150,item_724
ord_286,user_78,res_15,2025-12-02 03:34:00,355,item_753|item_747|item_757
ord_287,user_416,res_10,2025-10-18 23:20:00,404,item_479|item_490
ord_288,user_451,res_13,2025-08-15 14:22:00,453,item_624|item_666|item_644
ord_289,user_153,res_2,2026-01-25 01:32:00,620,item_50|item_82|item_66|item_105
ord_290,user_167,res_3,2026-01-06 05:33:00,335,item_147
ord_291,user_282,res_10,2025-08-07 07:50:00,276,item_481|item_460
ord_293,user_331,res_9,2025-08-15 23:37:00,612,item_414|item_421|item_412|item_431
ord_294,user_443,res_5,2025-10-05 08:05:00,316,item_229|item_218|item_228
ord_295,user_359,res_12,2025-12-03 06:45:00,158,item_608|item_580
ord_296,user_326,res_14,2025-08-06 15:13:00,590,item_704|item_712|item_719|item_688|item_695
ord_297,user_214,res_4,2025-11-17 03:08:00,572,item_189
ord_298,user_358,res_4,2025-12-31 08:49:00,424,item_211|item_169|item_202
ord_299,user_387,res_11,2026-01-10 17:26:00,450,item_536|item_504|item_505
ord_300,user_305,res_5,2025-12-30 11:00:00,503,item_213|item_246|item_227
ord_301,user_125,res_12,2025-10-06 02:14:00,149,item_556
ord_302,user_262,res_5,2025-12-28 13:59:00,264,item_255|item_242|item_250
ord_303,user_69,res_7,2025-12-22 15:03:00,282,item_321
ord_304,user_175,res_7,2025-11-20 09:31:00,153,item_334
ord_305,user_290,res_2,2025-09-25 11:34:00,252,item_55|item_88|item_105
ord_306,user_294,res_14,2025-12-19 10:20:00,346,item_694|item_709|item_714
ord_307,user_36,res_15,2026-01-07 13:21:00,506,item_754
ord_308,user_13,res_9,2025-10-13 01:30:00,208,item_413|item_437
ord_309,user_314,res_13,2025-11-03 14:56:00,589,item_674|item_661|item_629|item_653|item_616
ord_310,user_17,res_1,2025-09-22 10:09:00,60,item_15
ord_311,user_324,res_3,2025-09-14 23:34:00,441,item_125|item_154|item_133
ord_312,user_63,res_3,2025-11-10 17:57:00,487,item_158|item_109
ord_313,user_103,res_10,2025-10-16 05:05:00,280,item_458
ord_314,user_7,res_13,2025-08-08 02:43:00,382,item_656|item_635|item_676
ord_315,user_324,res_6,2025-09-29 03:13:00,364,item_260|item_281|item_284
ord_316,user_282,res_15,2025-08-03 17:31:00,327,item_758|item_743|item_757
ord_317,user_220,res_7,2026-01-25 01:18:00,642,item_323|item_330|item_313|item_336
ord_318,user_361,res_15,2025-09-14 01:41:00,228,item_747|item_737
ord_319,user_119,res_12,2025-08-23 18:44:00,472,item_607|item_589|item_581
ord_320,user_290,res_7,2025-11-25 12:22:00,574,item_332|item_322
ord_321,user_484,res_4,2026-01-21 03:46:00,1287,item_197|item_192
ord_322,user_488,res_8,2025-12-14 03:08:00,231,item_392
ord_323,user_84,res_10,2025-11-25 08:35:00,193,item_461|item_493
ord_324,user_431,res_1,2026-01-22 17:50:00,472,item_3|item_24|item_41
ord_325,user_352,res_13,2025-08-01 07:30:00,161,item_679
ord_326,user_56,res_2,2025-08-02 03:27:00,459,item_106|item_66
ord_327,user_439,res_5,2025-10-30 12:50:00,410,item_216
ord_328,user_75,res_6,2025-10-28 13:07:00,945,item_292
ord_329,user_303,res_14,2025-09-07 07:57:00,220,item_683|item_699
ord_330,user_338,res_6,2025-10-14 22:11:00,519,item_288|item_293|item_270
ord_331,user_373,res_14,2025-09-02 12:12:00,205,item_697|item_705|item_699
ord_332,user_375,res_4,2025-08-04 05:54:00,404,item_212|item_159
ord_333,user_238,res_11,2025-09-03 02:55:00,427,item_546|item_516
ord_334,user_170,res_9,2025-10-08 03:15:00,816,item_436|item_441
ord_335,user_240,res_13,2025-08-16 23:12:00,71,item_656
ord_336,user_317,res_9,2025-09-04 11:04:00,431,item_416|item_446
ord_337,user_309,res_5,2025-10-11 02:26:00,194,item_226
ord_338,user_303,res_14,2025-10-22 04:58:00,373,item_708|item_692|item_714
ord_339,user_485,res_13,2025-11-16 10:20:00,254,item_679|item_650
ord_340,user_334,res_1,2025-08-11 06:25:00,60,item_15
ord_341,user_116,res_9,2025-11-21 07:32:00,192,item_419|item_453
ord_342,user_258,res_11,2025-08-11 15:48:00,411,item_538|item_529|item_514
ord_343,user_168,res_14,2025-12-03 00:18:00,188,item_717
ord_344,user_79,res_13,2025-10-20 04:27:00,401,item_662|item_623
ord_345,user_39,res_7,2026-01-04 18:28:00,448,item_330|item_327|item_334|item_348
ord_346,user_21,res_9,2025-10-12 19:10:00,533,item_448|item_425|item_426|item_419
ord_347,user_363,res_13,2025-08-15 12:52:00,959,item_646|item_654
ord_348,user_43,res_5,2025-09-05 18:47:00,403,item_254|item_238
ord_349,user_241,res_4,2025-08-06 22:40:00,265,item_205|item_166
ord_350,user_397,res_2,2025-08-25 13:58:00,240,item_75|item_68|item_81
ord_351,user_27,res_13,2025-12-16 07:00:00,190,item_657
ord_352,user_58,res_7,2025-11-04 21:32:00,429,item_337|item_329|item_348
ord_353,user_289,res_5,2025-10-20 14:09:00,256,item_222|item_223|item_229
ord_354,user_392,res_11,2026-01-06 01:51:00,230,item_535|item_534
ord_355,user_245,res_14,2025-10-08 11:30:00,214,item_681|item_692|item_699
ord_356,user_29,res_3,2025-10-04 12:13:00,438,item_121|item_152
ord_357,user_469,res_1,2026-01-18 04:04:00,335,item_38|item_11|item_15
ord_358,user_82,res_4,2025-08-15 17:44:00,263,item_167|item_198|item_188
ord_359,user_285,res_13,2025-11-16 03:06:00,691,item_668|item_620|item_679
ord_360,user_296,res_14,2025-11-21 19:22:00,399,item_718
ord_361,user_354,res_12,2025-08-13 06:06:00,338,item_577|item_610|item_581
ord_362,user_235,res_10,2025-09-27 22:25:00,291,item_459|item_488|item_493
ord_363,user_389,res_10,2025-12-18 15:36:00,421,item_480|item_500|item_461
ord_364,user_80,res_15,2025-11-11 16:54:00,379,item_764|item_749
ord_365,user_401,res_5,2025-08-06 04:55:00,351,item_225|item_249|item_251
ord_366,user_481,res_9,2026-01-17 09:08:00,266,item_429|item_428|item_431
ord_367,user_453,res_14,2025-11-05 12:02:00,261,item_697|item_692|item_700
ord_368,user_154,res_15,2025-09-28 21:55:00,522,item_764|item_739|item_738|item_732
ord_369,user_207,res_2,2025-08-01 00:03:00,274,item_97
ord_370,user_86,res_11,2025-09-20 06:13:00,161,item_550
ord_371,user_151,res_11,2026-01-21 15:26:00,816,item_510|item_518
ord_372,user_292,res_1,2025-12-17 16:54:00,526,item_40|item_24|item_25|item_28
ord_373,user_445,res_6,2025-11-02 07:38:00,215,item_283|item_263
ord_374,user_258,res_8,2025-10-15 17:52:00,552,item_383|item_370|item_364|item_352|item_363
